country/economy code,year,"reporting data level: rural, urban, or national coverage",income or consumption used in survey,"Prosperity Gap, z=28/day","Inequality, z=ybar","Mean, $/day 2021 PPPs"
ABW,2022,national,income,1.419715042899,2.034324884414673,40.121502070265
ABW,2023,national,income,1.358928949984,2.02826714515686,41.791354345673
ABW,2024,national,income,1.288759665245,2.021367073059082,43.91685807149
ABW,2025,national,income,1.205036636424,2.011399269104004,46.73648822198
AFG,1981,national,consumption,23.328079449373,1.394834518432617,1.674178344872
AFG,1982,national,consumption,25.005458076895,1.386923670768738,1.553015402909
AFG,1983,national,consumption,24.564374493452,1.388816714286804,1.583059543078
AFG,1984,national,consumption,27.43674888339,1.375373959541321,1.403609141033
AFG,1985,national,consumption,26.829633278181,1.377946734428406,1.438055727084
AFG,1986,national,consumption,22.981643685242,1.395779609680176,1.700567207733
AFG,1987,national,consumption,22.565095572558,1.397614121437073,1.734235678855
AFG,1988,national,consumption,20.170910150605,1.409247875213623,1.956230061468
AFG,1989,national,consumption,19.496072540823,1.412907123565674,2.029198388408
AFG,1990,national,consumption,19.121787756257,1.415087580680847,2.072110241486
AFG,1991,national,consumption,18.851227006812,1.416747212409973,2.104315191231
AFG,1992,national,consumption,18.23413023076,1.420538902282715,2.181353777991
AFG,1993,national,consumption,16.368738527876,1.430896401405334,2.447659508724
AFG,1994,national,consumption,16.21491208049,1.43247127532959,2.473599293067
AFG,1995,national,consumption,15.761184350385,1.435102581977844,2.549482942727
AFG,1996,national,consumption,15.414539550476,1.437413930892944,2.611014707046
AFG,1997,national,consumption,15.223736392636,1.438695907592773,2.646097203953
AFG,1998,national,consumption,15.380008391131,1.43818461894989,2.618280075481
AFG,1999,national,consumption,14.604895746198,1.443005323410034,2.766479837327
AFG,2000,national,consumption,17.259405433492,1.602339625358582,2.599481666118
AFG,2001,national,consumption,17.988210516753,1.614518284797668,2.51311898172
AFG,2002,national,consumption,16.173544925574,1.605793476104736,2.779985274151
AFG,2003,national,consumption,15.730462070681,1.611889243125916,2.869140017908
AFG,2004,national,consumption,15.70570777249,1.619067072868347,2.886458828051
AFG,2005,national,consumption,15.030472440493,1.617328286170959,3.012892213719
AFG,2006,national,consumption,14.813938513179,1.619103074073792,3.060285793049
AFG,2007,national,consumption,13.886428652838,1.613561153411865,3.253515591899
AFG,2008,national,consumption,13.584999630496,1.618644833564758,3.336183763662
AFG,2009,national,consumption,12.470797746524,1.610342979431152,3.615614910608
AFG,2010,national,consumption,11.732745377875,1.605358600616455,3.831161495453
AFG,2011,national,consumption,11.77362013349,1.612691640853882,3.835300094402
AFG,2012,national,consumption,11.202981371989,1.609955549240112,4.023817896681
AFG,2013,national,consumption,10.976811346817,1.612015604972839,4.111980876258
AFG,2014,national,consumption,10.981510195254,1.613642334938049,4.114368887131
AFG,2015,national,consumption,11.028837917036,1.615356087684631,4.101063964064
AFG,2016,national,consumption,10.942480803151,1.618831753730774,4.14232281708
AFG,2017,national,consumption,10.817593727401,1.616151690483093,4.183208108576
AFG,2018,national,consumption,10.839113003913,1.618000984191895,4.179680329021
AFG,2019,national,consumption,10.707098289604,1.621836543083191,4.241244781871
AFG,2020,national,consumption,11.108959519762,1.614171266555786,4.068499444264
AFG,2021,national,consumption,12.637008574749,1.627360582351685,3.605766109266
